State,Constituency_No,Constituency,Party,Candidate Name,Gender,Age,Application Date,Application Status,Father/Husband's Name,Photo Link,Phase,Polling Date
GUJARAT,9,SURENDRANAGAR,INDEPENDENT,VINODBHAI BABUBHAI SATROTIYA,MALE,55,"19th April, 2024",Accepted,BABUBHAI MADHUBHAI SATROTIA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/VINOD-2024-6201.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,INDEPENDENT,ZALA DEVRAJBHAI BABUBHAI,MALE,34,"18th April, 2024",Accepted,BABUBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ZALAD-2024-5460.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,INDEPENDENT,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,MALE,45,"18th April, 2024",Accepted,VIRSANGBHAI VAGHELA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/KOLIR-2024-20240420075620.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,INDEPENDENT,J.K.PATEL,MALE,47,"18th April, 2024",Accepted,KANAJIBHAI PATEL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JAGDI-2024-5422.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,MISSION ALL INDIA INDEPENDENT JUSTICE PARTY,PATEL MADHUSUDAN BALDEVBHAI,MALE,29,"18th April, 2024",Accepted,PATEL BALDEVBHAI JIVABHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PATEL-2024-20240420075424.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,INDIAN NATIONAL CONGRESS,RUTVIKBHAI LAVJIBHAI MAKWANA,MALE,49,"15th April, 2024",Accepted,LAVJIBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MAKWA-2024-20240415071003.jpg,3,07-05-2024
GUJARAT,9,SURENDRANAGAR,BHARATIYA JANATA PARTY,CHANDUBHAI CHHAGANBHAI SHIHORA,MALE,61,"15th April, 2024",Accepted,CHHAGANBHAI SHIHORA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/CHAND-2024-20240418055631.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,BHAVESHBHAI KANTILAL PIPALIYA,MALE,43,"19th April, 2024",Accepted,Kantilal Pipaliya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHAVE-2024-6593.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,JIGNESHBHAI MAHAJAN,MALE,37,"19th April, 2024",Accepted,Luhar Rajendrabhai Haribhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/LUHAR-2024-6579.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDIAN NATIONAL CONGRESS,DHANANI PARESH,MALE,47,"19th April, 2024",Accepted,Dhirajlal Ravjibhai Dhanani,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DHANA-2024-6572.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,AJAGIYA NIRALBHAI AMRUTLAL,MALE,48,"19th April, 2024",Accepted,Ajagiya Amrutlal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/AJAGI-2024-6568.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,ZALA NAYAN J.,MALE,39,"19th April, 2024",Accepted,Zala Jivanbhai Bhagvanjibhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ZALAN-2024-6566.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,BHAVESH UPENDRABHAI ACHARYA,MALE,61,"19th April, 2024",Accepted,Acharya  Upendrabhai Rasiklal,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ACHAR-2024-6562.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,INDEPENDENT,PRAKASH GOVINDBHAI SINDHAV,MALE,39,"18th April, 2024",Accepted,Sindhav Govindbhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SINDH-2024-5271.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,BAHUJAN SAMAJ PARTY,CHAMANBHAI NAGJIBHAI SAVSANI,MALE,50,"18th April, 2024",Accepted,Savsani Nagjibhai Naranbhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SAVSA-2024-20240422075951.jpg,3,07-05-2024
GUJARAT,10,RAJKOT,BHARATIYA JANATA PARTY,PARSHOTTAMBHAI RUPALA,MALE,69,"16th April, 2024",Accepted,Khodabhai Madhabhai Rupala,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PARSH-2024-20240416032112.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,RATHOD CHANDUBHAI MOHANBHAI,MALE,56,"19th April, 2024",Accepted,Rathod Mohanbhai Rudabhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RATHO-2024-20240419063145.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,MAHEMUDBHAI SAIYAD,MALE,43,"19th April, 2024",Accepted,Kasammiya,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MAHEM-2024-20240419061019.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,SOLANKI JATIN DHIRUBHAI,MALE,27,"19th April, 2024",Accepted,Solanki Dhirubhai Ghusabhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SOLAN-2024-20240419055435.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,SODHA HUSHENBHAI ALIBHAI,MALE,50,"16th April, 2024",Accepted,Alibhai Sodha,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/HUSHE-2024-20240416065557.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,SAMAJWADI PARTY,SHEKHAVA NILESHKUMAR RAMJIBHAI,MALE,40,"18th April, 2024",Accepted,Ramjibhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SHEKH-2024-20240418065506.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,BAHUJAN SAMAJ PARTY,N. P. RATHOD,MALE,70,"18th April, 2024",Accepted,Rathod Punjabhai Kachrabhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RATHO-2024-20240418064545.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,JETHAVA BIPINKUMAR BHIKHALAL,MALE,47,"18th April, 2024",Accepted,Bhikhalal Damjibhai Jethava,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JETHA-2024-20240418063145.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,VIRO KE VIR INDIAN PARTY,LAKHANSI ODEDARA,MALE,50,"18th April, 2024",Accepted,Deva Odedara,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/LAKHA-2024-20240418061727.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDIAN NATIONAL CONGRESS,LALIT VASOYA,MALE,62,"16th April, 2024",Accepted,Vasoya Jasmatbhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/VASOY-2024-20240416053423.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,LOG PARTY,SIDHHAPARA HARSUKHLAL JIVANBHAI,MALE,56,"16th April, 2024",Accepted,SIDHHPARA JIVANBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SIDHH-2024-20240416051258.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,BHARATIYA JANATA PARTY,DR. MANSUKH MANDAVIYA,MALE,51,"15th April, 2024",Accepted,LAKHMANBHAI JIVABHAI MANDAVIYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MANSU-2024-4604.jpg,3,07-05-2024
GUJARAT,11,PORBANDAR,INDEPENDENT,NATHABHAI BHURABHAI ODEDRA,MALE,59,"15th April, 2024",Accepted,BHURABHAI ARSHIBHAI ODEDRA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/NATHA-2024-20240415055608.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,RATHOD PUNJABHAI PALABHAI,MALE,45,"19th April, 2024",Accepted,PUNJABHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RATHO-2024-6564.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,BAHUJAN SAMAJ PARTY,JAYSUKH NATHUBHAI PINGALSUR,MALE,40,"16th April, 2024",Accepted,NATHUBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JAYSU-2024-4943.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,VIJAYSINH PRAVINSINH JADEJA,MALE,59,"19th April, 2024",Accepted,PRAVINSINH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/VIJAY-2024-6472.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,KHIRA YUSUF SIDIKBHAI,MALE,46,"19th April, 2024",Accepted,SIDIKBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/KHIRA-2024-6452.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,BHARATIYA JANATA PARTY,POONAMBEN HEMATBHAI MAADAM,FEMALE,49,"19th April, 2024",Accepted,HEMATBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/POONA-2024-6397.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,ANWAR NOORMAMAD SANGHAR,MALE,52,"18th April, 2024",Accepted,NOORMAMAD,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ANWAR-2024-5483.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,GHUGHA ALARAKHABHAI ISHAKBHAI,MALE,53,"18th April, 2024",Accepted,ISHAKBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/GHUGH-2024-5468.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,NADEEM MAHAMMAD HALA,MALE,42,"18th April, 2024",Accepted,MAHAMMAD,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/NADEE-2024-5459.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,BHURALAL MEGHJIBHAI PARMAR,MALE,70,"18th April, 2024",Accepted,MEGHJIBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHURA-2024-5416.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,VIRO KE VIR INDIAN PARTY,KANZARIYA RANCHHODBHAI NARANBHAI,MALE,53,"18th April, 2024",Accepted,NARAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RANCH-2024-5359.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,RASHTRIYA MAHASWARAJ BHUMI PARTY,PARESHBHAI PARSOTTAMBHAI MUNGARA,MALE,47,"18th April, 2024",Accepted,PARSOTTAMBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PARES-2024-5346.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,POPATPUTRA RAFIK ABUBAKAR,MALE,70,"16th April, 2024",Accepted,ABUBAKAR,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/POPAT-2024-4935.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDEPENDENT,NANJI AMARSHI BATHWAR,MALE,61,"16th April, 2024",Accepted,AMARSHIBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/NANJI-2024-4929.jpg,3,07-05-2024
GUJARAT,12,JAMNAGAR,INDIAN NATIONAL CONGRESS,ADVOCATE J. P. MARAVIYA,MALE,43,"15th April, 2024",Accepted,PARSOTAMBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JAYAN-2024-4569.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,BORICHANGAR BHAVESH DALPATRAI,MALE,39,"19th April, 2024",Accepted,BORICHANGAR DALPATBHAI HARIBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BORIC-2024-6665.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,VADHER DANSING CHINABHAI,MALE,44,"19th April, 2024",Accepted,VADHER CHINABHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/VADHE-2024-20240419111252.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,DEVENDRABHAI DHANJIBHAI MOTIVARAS,MALE,48,"19th April, 2024",Accepted,DHANJIBHAI SHAMJIBHAI MOTIVARAS,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DEVEN-2024-6647.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,AARAB HASAM SUMRA,MALE,62,"19th April, 2024",Accepted,HASAMBHAI SUMRA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/AARAB-2024-6638.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,DAKI NATHABHAI MENSIBHAI,MALE,45,"19th April, 2024",Accepted,MENSIBHAI MERAMANBHAI DAKI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DAKIN-2024-6632.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDIAN NATIONAL CONGRESS,JOTVA HIRABHAI ARJANBHAI,MALE,55,"18th April, 2024",Accepted,JOTVA ARJANBHAI JIVABHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/HIRAB-2024-5600.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,RIGHT TO RECALL PARTY,ISHWAR RAMBHAI SOLANKI,MALE,33,"18th April, 2024",Accepted,RAMBHAI SOLANKI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ISHWA-2024-5547.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,INDEPENDENT,GORDHANBHAI MANGABHAI GOHEL,MALE,45,"18th April, 2024",Accepted,MANGABHAI VIRABHAI GOHEL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/GORDH-2024-5660.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,BHARATIYA JANATA PARTY,CHUDASAMA RAJESHBHAI NARANBHAI,MALE,42,"16th April, 2024",Accepted,NARANBHAI RAMABHAI CHUDASAMA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/RAJES-2024-4902.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,BAHUJAN SAMAJ PARTY,MAKADIA JAYANTILAL MALDEBHAI,MALE,53,"16th April, 2024",Accepted,MAKADIA MALDEBHAI DAYABHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MAKAD-2024-4917.jpg,3,07-05-2024
GUJARAT,13,JUNAGADH,LOG PARTY,ALPESHKUMAR CHANDULAL TRAMBADIYA,MALE,45,"16th April, 2024",Accepted,CHANDULAL DAYABHAI TRAMBADIYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ALPES-2024-4869.jpg,3,07-05-2024
GUJARAT,14,AMRELI,INDEPENDENT,PRITESH CHAUHAN (LALU),MALE,25,"18th April, 2024",Accepted,Rajeshbhai Vasarambhai Chauhan,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/CHAUH-2024-5523.jpg,3,07-05-2024
GUJARAT,14,AMRELI,INDEPENDENT,PUNJABHAI BAVBHAI DAFDA,MALE,37,"18th April, 2024",Accepted,Bavbhai Dafda,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PUNJA-2024-5572.jpg,3,07-05-2024
GUJARAT,14,AMRELI,INDEPENDENT,BHAVESHBHAI JENTIBHAI RANK,MALE,34,"18th April, 2024",Accepted,Jentibhai Rank,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHAVE-2024-5558.jpg,3,07-05-2024
GUJARAT,14,AMRELI,INDEPENDENT,BAVKUBHAI AMARUBHAI VALA,MALE,37,"18th April, 2024",Accepted,Amarubhai Tapubhai Vala,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BAVKU-2024-5538.jpg,3,07-05-2024
GUJARAT,14,AMRELI,BHARATIYA JANATA PARTY,BHARATBHAI MANUBHAI SUTARIYA,MALE,54,"18th April, 2024",Accepted,Manubhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHARA-2024-5490.jpg,3,07-05-2024
GUJARAT,14,AMRELI,GLOBAL REPUBLICAN PARTY,SANKHAT VIKRAMBHAI VISABHAI,MALE,35,"18th April, 2024",Accepted,Visabhai Jethabhai Sankhat,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/VIKRA-2024-20240420074927.jpg,3,07-05-2024
GUJARAT,14,AMRELI,BAHUJAN SAMAJ PARTY,CHAUHAN RAVAJIBHAI MULABHAI,MALE,55,"16th April, 2024",Accepted,Mulabhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/CHAUH-2024-4924.jpg,3,07-05-2024
GUJARAT,14,AMRELI,INDIAN NATIONAL CONGRESS,JENNY THUMMAR,FEMALE,40,"16th April, 2024",Accepted,Virjibhai Thummar,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/JENNY-2024-4898.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,INDEPENDENT,BRAHMAKSHTRIYA BHAGVATIBEN KHETSINH,FEMALE,73,"19th April, 2024",Accepted,KHETSINHBHAI BRAHMKSHTRIYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BRAHM-2024-6232.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,GUJARAT SARVA SAMAJ PARTY,SHRI TIDABHAI DEVSHIBHAI,MALE,65,"19th April, 2024",Accepted,DEVSHIBHAI DESABHAI BORICHA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/TIDAB-2024-6176.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,AAM AADMI PARTY,UMESHBHAI NARANBHAI MAKWANA,MALE,46,"16th April, 2024",Accepted,NARANBHAI MAKWANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/UMESH-2024-4807.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,RIGHT TO RECALL PARTY,BHUPATBHAI MOHANBHAI VALA,MALE,47,"19th April, 2024",Accepted,MOHANBHAI RANCHHODBHAI VALA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHUPA-2024-5944.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,NEW INDIA UNITED PARTY,PARMAR RAJESHKUMAR PREMJIBHAI,MALE,33,"19th April, 2024",Accepted,PREMJIBHAI DHANJIBHAI PARMAR,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PARMA-2024-5888.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,SWATANTRATA ABHIVYAKTI PARTY,ANILBHAI NARENDRABHAI CHAVDA,MALE,50,"19th April, 2024",Accepted,NARENDRABHAI RAMJIBHAI CHAVDA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/ANILB-2024-5863.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,INDEPENDENT,NARESHBHAI NARANBHAI RATHOD,MALE,34,"18th April, 2024",Accepted,NARANBHAI GOVINDBHAI RATHOD,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/NARES-2024-5282.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,INDEPENDENT,SHRI MULSHANKARBHAI RAGHURAMBHAI CHAUHAN,MALE,57,"19th April, 2024",Accepted,RAGHURAMBHAI CHAUHAN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MULSH-2024-5741.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,INDEPENDENT,HARSH GOKLANI,MALE,27,"18th April, 2024",Accepted,JAGDISHBHAI KISHANCHAND GOKLANI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/HARSH-2024-5382.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,BHARATIYA JANATA PARTY,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),FEMALE,57,"16th April, 2024",Accepted,JAYANTIBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/NIMUB-2024-4758.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,INDEPENDENT,SANJAYBHAI MAGANBHAI MAKAWANA,MALE,47,"18th April, 2024",Accepted,MAGANBHAI RAVJIBHAI MAKWANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SANJA-2024-5356.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,BAHUJAN SAMAJ PARTY,RATHOD DINESHBHAI LAKHABHAI,MALE,40,"18th April, 2024",Accepted,LAKHABHAI JAHABHAI RATHOD,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DINES-2024-5163.jpg,3,07-05-2024
GUJARAT,15,BHAVNAGAR,AAPKI AWAAZ PARTY,KALANIYA SAGARBHAI POPATBHAI,MALE,26,"18th April, 2024",Accepted,POPATBHAI KALANIYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SAGAR-2024-5141.jpg,3,07-05-2024
GUJARAT,16,ANAND,INDIAN NATIONAL CONGRESS,AMIT CHAVDA,MALE,48,"18th April, 2024",Accepted,AJITBHAI CHAVDA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/AMITB-2024-5272.jpg,3,07-05-2024
GUJARAT,16,ANAND,INDEPENDENT,BHOI ASHISHKUMAR THAKORBHAI,MALE,29,"19th April, 2024",Accepted,Bhoi Thakorbhai Dahyabhai,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHOIA-2024-6291.jpg,3,07-05-2024
GUJARAT,16,ANAND,RIGHT TO RECALL PARTY,BHATT SUNILKUMAR NARENDRABHAI,MALE,43,"19th April, 2024",Accepted,BHATT NARENDRABHAI CHANDULAL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHATT-2024-6260.jpg,3,07-05-2024
GUJARAT,16,ANAND,BAHUJAN SAMAJ PARTY,SURESHBHAI DHULABHAI PATEL,MALE,60,"19th April, 2024",Accepted,DHULABHAI DHANABHAI MAKWANA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SURES-2024-6222.jpg,3,07-05-2024
GUJARAT,16,ANAND,INDEPENDENT,KEYURBHAI PRAVINBHAI PATEL (BAKABHAI),MALE,44,"18th April, 2024",Accepted,PATEL PRAVINBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PATEL-2024-5313.jpg,3,07-05-2024
GUJARAT,16,ANAND,GARIB KALYAN PARTY,DHEERAJKUMAR KSHATRIYA,MALE,29,"18th April, 2024",Accepted,SHRI RAMBARSINH,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DHIRA-2024-5307.jpg,3,07-05-2024
GUJARAT,16,ANAND,BHARATIYA JANATA PARTY,MITESH PATEL (BAKABHAI),MALE,59,"16th April, 2024",Accepted,RAMESHABHAI SHANABHAI PATEL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MITES-2024-4665.jpg,3,07-05-2024
GUJARAT,17,KHEDA,INDEPENDENT,SODHA SANJAYKUMAR PARVATSINH,MALE,31,"19th April, 2024",Accepted,SODHA PARVATSINH GAMIRBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/SODHA-2024-5981.jpg,3,07-05-2024
GUJARAT,17,KHEDA,BHARTIYA JAN NAYAK PARTY,SAIYAD KADARI MOHAMMAD SABIR ANVAR HUSAIN,MALE,37,"19th April, 2024",Accepted,ANVAR HUSEN,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/KADRI-2024-5853.jpg,3,07-05-2024
GUJARAT,17,KHEDA,BAHUJAN SAMAJ PARTY,BHAILALBHAI KALUBHAI PANDAV,MALE,42,"16th April, 2024",Accepted,KALUBHAI PASABHAI PANDAV,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/BHAIL-2024-4894.jpg,3,07-05-2024
GUJARAT,17,KHEDA,INDIAN NATIONAL CONGRESS,KALUSINH DABHI,MALE,65,"18th April, 2024",Accepted,RAIJIBHAI DABHI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/KALAB-2024-5482.jpg,3,07-05-2024
GUJARAT,17,KHEDA,BHARATIYA JANATA PARTY,DEVUSINH CHAUHAN,MALE,59,"16th April, 2024",Accepted,JESINGBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/CHAUH-2024-4842.jpg,3,07-05-2024
GUJARAT,17,KHEDA,NEW INDIA UNITED PARTY,KANTIYA DASRATH HARJIVANBHAI,MALE,50,"19th April, 2024",Accepted,HARJIVANBHAI KANTIYA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/DASHR-2024-5872.jpg,3,07-05-2024
GUJARAT,17,KHEDA,RIGHT TO RECALL PARTY,IMRANBHAI VANKAWALA,MALE,44,"18th April, 2024",Accepted,BILALBHAI VANKAVALA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/IMRAN-2024-5556.jpg,3,07-05-2024
GUJARAT,17,KHEDA,GARIB KALYAN PARTY,INDIRADEVI HIRALAL VORA,FEMALE,43,"18th April, 2024",Accepted,HIRALAL VORA,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/INDIR-2024-5542.jpg,3,07-05-2024
GUJARAT,17,KHEDA,INDEPENDENT,PARMAR HITESHKUMAR PARSOTTAMBHAI,MALE,42,"18th April, 2024",Accepted,PARMAR PARSOTAMBHAI ISHWARBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/PARMA-2024-5529.jpg,3,07-05-2024
GUJARAT,17,KHEDA,BHARTIYA JAN PARISHAD,KAMLESHBHAI POPATBHAI PATEL,MALE,51,"18th April, 2024",Accepted,POPATBHAI,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/KAMLE-2024-5498.jpg,3,07-05-2024
GUJARAT,17,KHEDA,RASHTRIYA MAHASWARAJ BHUMI PARTY,PATEL ANILKUMAR BHAILALBHAI,MALE,50,"16th April, 2024",Accepted,Bhailalbhai Patel,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/1713121564ANILBHAI.jpg,3,07-05-2024
GUJARAT,17,KHEDA,INDEPENDENT,UPENDRAKUMAR VALLAVBHAI PATEL,MALE,42,"16th April, 2024",Accepted,VALLAVBHAI RAVJIBHAI PATEL,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/UPEND-2024-4820.jpg,3,07-05-2024
GUJARAT,18,PANCHMAHAL,INDEPENDENT,TASLIM MOHAMMEDRAFIK DURVESH,MALE,40,"19th April, 2024",Accepted,Mohammedrafik Durvesh,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/TASLI-2024-6648.jpg,3,07-05-2024
GUJARAT,18,PANCHMAHAL,INDEPENDENT,MANOJSINH RANAJITSINH RATHOD,MALE,26,"19th April, 2024",Accepted,Ranajitsinh Rathod,https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S06/MANOJ-2024-6646.jpg,3,07-05-2024
